LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
POL,CCI,AMPLITUD,LTRENDIDX,M,2014-10,100.1129,
POL,CCI,AMPLITUD,LTRENDIDX,M,2014-11,100.2579,
POL,CCI,AMPLITUD,LTRENDIDX,M,2014-12,100.3104,
POL,CCI,AMPLITUD,LTRENDIDX,M,2015-01,100.2756,
POL,CCI,AMPLITUD,LTRENDIDX,M,2015-02,100.3218,
POL,CCI,AMPLITUD,LTRENDIDX,M,2015-03,100.4183,
POL,CCI,AMPLITUD,LTRENDIDX,M,2015-04,100.5274,
POL,CCI,AMPLITUD,LTRENDIDX,M,2015-05,100.4946,
POL,CCI,AMPLITUD,LTRENDIDX,M,2015-06,100.3497,
POL,CCI,AMPLITUD,LTRENDIDX,M,2015-07,100.194,
POL,CCI,AMPLITUD,LTRENDIDX,M,2015-08,100.1201,
POL,CCI,AMPLITUD,LTRENDIDX,M,2015-09,100.1298,
POL,CCI,AMPLITUD,LTRENDIDX,M,2015-10,100.2874,
POL,CCI,AMPLITUD,LTRENDIDX,M,2015-11,100.4849,
POL,CCI,AMPLITUD,LTRENDIDX,M,2015-12,100.6416,
POL,CCI,AMPLITUD,LTRENDIDX,M,2016-01,100.7052,
POL,CCI,AMPLITUD,LTRENDIDX,M,2016-02,100.7199,
POL,CCI,AMPLITUD,LTRENDIDX,M,2016-03,100.7888,
POL,CCI,AMPLITUD,LTRENDIDX,M,2016-04,100.8618,
POL,CCI,AMPLITUD,LTRENDIDX,M,2016-05,100.8773,
POL,CCI,AMPLITUD,LTRENDIDX,M,2016-06,100.9015,
POL,CCI,AMPLITUD,LTRENDIDX,M,2016-07,100.9408,
POL,CCI,AMPLITUD,LTRENDIDX,M,2016-08,100.9574,
POL,CCI,AMPLITUD,LTRENDIDX,M,2016-09,100.9881,
POL,CCI,AMPLITUD,LTRENDIDX,M,2016-10,100.97,
POL,CCI,AMPLITUD,LTRENDIDX,M,2016-11,100.9206,
POL,CCI,AMPLITUD,LTRENDIDX,M,2016-12,100.9428,
POL,CCI,AMPLITUD,LTRENDIDX,M,2017-01,101.0233,
POL,CCI,AMPLITUD,LTRENDIDX,M,2017-02,100.997,
POL,CCI,AMPLITUD,LTRENDIDX,M,2017-03,100.9425,
POL,CCI,AMPLITUD,LTRENDIDX,M,2017-04,100.918,
POL,CCI,AMPLITUD,LTRENDIDX,M,2017-05,100.9355,
POL,CCI,AMPLITUD,LTRENDIDX,M,2017-06,100.9467,
POL,CCI,AMPLITUD,LTRENDIDX,M,2017-07,100.9831,
POL,CCI,AMPLITUD,LTRENDIDX,M,2017-08,101.093,
POL,CCI,AMPLITUD,LTRENDIDX,M,2017-09,101.2513,
POL,CCI,AMPLITUD,LTRENDIDX,M,2017-10,101.3029,
POL,CCI,AMPLITUD,LTRENDIDX,M,2017-11,101.3071,
POL,CCI,AMPLITUD,LTRENDIDX,M,2017-12,101.3538,
POL,CCI,AMPLITUD,LTRENDIDX,M,2018-01,101.44,
POL,CCI,AMPLITUD,LTRENDIDX,M,2018-02,101.476,
POL,CCI,AMPLITUD,LTRENDIDX,M,2018-03,101.4772,
POL,CCI,AMPLITUD,LTRENDIDX,M,2018-04,101.5414,
POL,CCI,AMPLITUD,LTRENDIDX,M,2018-05,101.6091,
POL,CCI,AMPLITUD,LTRENDIDX,M,2018-06,101.6775,
POL,CCI,AMPLITUD,LTRENDIDX,M,2018-07,101.6666,
POL,CCI,AMPLITUD,LTRENDIDX,M,2018-08,101.5755,
POL,CCI,AMPLITUD,LTRENDIDX,M,2018-09,101.5198,
POL,CCI,AMPLITUD,LTRENDIDX,M,2018-10,101.4658,
POL,CCI,AMPLITUD,LTRENDIDX,M,2018-11,101.4314,
POL,CCI,AMPLITUD,LTRENDIDX,M,2018-12,101.4077,
POL,CCI,AMPLITUD,LTRENDIDX,M,2019-01,101.4866,
POL,CCI,AMPLITUD,LTRENDIDX,M,2019-02,101.6324,
POL,CCI,AMPLITUD,LTRENDIDX,M,2019-03,101.6563,
POL,CCI,AMPLITUD,LTRENDIDX,M,2019-04,101.5599,
POL,CCI,AMPLITUD,LTRENDIDX,M,2019-05,101.5776,
POL,CCI,AMPLITUD,LTRENDIDX,M,2019-06,101.7172,
POL,CCI,AMPLITUD,LTRENDIDX,M,2019-07,101.7954,
POL,CCI,AMPLITUD,LTRENDIDX,M,2019-08,101.7739,
POL,CCI,AMPLITUD,LTRENDIDX,M,2019-09,101.6816,
POL,CCI,AMPLITUD,LTRENDIDX,M,2019-10,101.5436,
POL,CCI,AMPLITUD,LTRENDIDX,M,2019-11,101.4861,
POL,CCI,AMPLITUD,LTRENDIDX,M,2019-12,101.4386,
POL,CCI,AMPLITUD,LTRENDIDX,M,2020-01,101.2971,
POL,CCI,AMPLITUD,LTRENDIDX,M,2020-02,100.9181,
POL,CCI,AMPLITUD,LTRENDIDX,M,2020-03,100.1814,
POL,CCI,AMPLITUD,LTRENDIDX,M,2020-04,99.07792,
POL,CCI,AMPLITUD,LTRENDIDX,M,2020-05,98.64448,
POL,CCI,AMPLITUD,LTRENDIDX,M,2020-06,98.82659,
POL,CCI,AMPLITUD,LTRENDIDX,M,2020-07,99.22926,
POL,CCI,AMPLITUD,LTRENDIDX,M,2020-08,99.55663,
CZE,CCI,AMPLITUD,LTRENDIDX,M,1998-03,95.75704,
CZE,CCI,AMPLITUD,LTRENDIDX,M,1998-04,96.52473,
CZE,CCI,AMPLITUD,LTRENDIDX,M,1998-05,97.05276,
CZE,CCI,AMPLITUD,LTRENDIDX,M,1998-06,97.35516,
CZE,CCI,AMPLITUD,LTRENDIDX,M,1998-07,97.59655,
CZE,CCI,AMPLITUD,LTRENDIDX,M,1998-08,97.70199,
CZE,CCI,AMPLITUD,LTRENDIDX,M,1998-09,97.68674,
CZE,CCI,AMPLITUD,LTRENDIDX,M,1998-10,97.57287,
CZE,CCI,AMPLITUD,LTRENDIDX,M,1998-11,97.42649,
CZE,CCI,AMPLITUD,LTRENDIDX,M,1998-12,97.18594,
CZE,CCI,AMPLITUD,LTRENDIDX,M,1999-01,96.80814,
CZE,CCI,AMPLITUD,LTRENDIDX,M,1999-02,96.46529,
CZE,CCI,AMPLITUD,LTRENDIDX,M,1999-03,96.30734,
CZE,CCI,AMPLITUD,LTRENDIDX,M,1999-04,96.4314,
CZE,CCI,AMPLITUD,LTRENDIDX,M,1999-05,96.51222,
CZE,CCI,AMPLITUD,LTRENDIDX,M,1999-06,96.66705,
CZE,CCI,AMPLITUD,LTRENDIDX,M,1999-07,96.60564,
CZE,CCI,AMPLITUD,LTRENDIDX,M,1999-08,96.44228,
CZE,CCI,AMPLITUD,LTRENDIDX,M,1999-09,96.51549,
CZE,CCI,AMPLITUD,LTRENDIDX,M,1999-10,96.9801,
CZE,CCI,AMPLITUD,LTRENDIDX,M,1999-11,97.33854,
CZE,CCI,AMPLITUD,LTRENDIDX,M,1999-12,97.5802,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2000-01,97.69118,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2000-02,97.69828,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2000-03,97.73378,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2000-04,97.94047,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2000-05,98.15046,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2000-06,98.22789,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2000-07,98.32029,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2000-08,98.53949,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2000-09,98.71539,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2000-10,98.792,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2000-11,98.7175,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2000-12,98.63121,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2001-01,99.02609,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2001-02,99.60448,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2001-03,100.0478,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2001-04,100.1632,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2001-05,100.0337,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2001-06,99.99046,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2001-07,100.0831,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2001-08,100.2109,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2001-09,100.36,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2001-10,100.5409,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2001-11,100.7718,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2001-12,100.9852,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2002-01,101.1489,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2002-02,101.3161,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2002-03,101.5056,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2002-04,101.7764,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2002-05,101.9063,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2002-06,101.8243,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2002-07,101.6345,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2002-08,101.3024,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2002-09,100.9328,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2002-10,100.6404,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2002-11,100.6115,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2002-12,100.6499,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2003-01,100.645,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2003-02,100.5771,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2003-03,100.5007,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2003-04,100.2827,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2003-05,100.0742,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2003-06,99.91349,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2003-07,99.78024,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2003-08,99.77872,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2003-09,99.74344,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2003-10,99.28468,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2003-11,98.96634,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2003-12,98.72124,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2004-01,98.43317,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2004-02,98.116,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2004-03,98.02602,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2004-04,98.1881,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2004-05,98.6614,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2004-06,99.04774,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2004-07,99.49045,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2004-08,99.58494,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2004-09,99.56192,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2004-10,99.73152,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2004-11,100.0888,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2004-12,100.5617,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2005-01,100.8734,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2005-02,101.0141,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2005-03,100.9957,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2005-04,100.9961,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2005-05,101.0926,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2005-06,101.2832,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2005-07,101.3677,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2005-08,101.3733,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2005-09,101.4252,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2005-10,101.5877,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2005-11,101.7464,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2005-12,101.775,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2006-01,101.9045,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2006-02,102.0126,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2006-03,102.0882,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2006-04,102.035,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2006-05,101.9257,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2006-06,101.8132,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2006-07,101.6864,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2006-08,101.6925,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2006-09,101.7365,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2006-10,101.8045,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2006-11,101.7441,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2006-12,101.7675,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2007-01,101.7651,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2007-02,101.7871,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2007-03,101.6509,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2007-04,101.3799,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2007-05,101.2524,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2007-06,101.1934,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2007-07,101.2099,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2007-08,101.296,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2007-09,101.0864,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2007-10,100.6061,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2007-11,99.86407,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2007-12,99.42162,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2008-01,99.53054,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2008-02,99.98222,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2008-03,100.3723,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2008-04,100.3959,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2008-05,100.0511,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2008-06,99.68108,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2008-07,99.74747,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2008-08,100.0142,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2008-09,100.0959,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2008-10,99.87305,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2008-11,99.51916,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2008-12,99.06522,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2009-01,98.66539,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2009-02,98.36978,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2009-03,98.50242,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2009-04,98.83616,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2009-05,99.18517,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2009-06,99.22505,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2009-07,99.13249,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2009-08,99.19394,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2009-09,99.28283,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2009-10,99.50133,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2009-11,99.82774,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2009-12,99.87605,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2010-01,99.71207,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2010-02,99.62935,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2010-03,99.61007,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2010-04,99.67137,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2010-05,99.68696,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2010-06,99.74322,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2010-07,99.59629,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2010-08,99.29702,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2010-09,99.11809,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2010-10,99.06229,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2010-11,99.15137,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2010-12,99.17412,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2011-01,99.01488,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2011-02,98.65269,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2011-03,98.07883,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2011-04,97.68104,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2011-05,97.3671,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2011-06,97.20441,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2011-07,97.20649,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2011-08,97.16617,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2011-09,97.13685,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2011-10,97.0334,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2011-11,96.68346,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2011-12,96.54607,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2012-01,96.52357,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2012-02,96.4286,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2012-03,96.07243,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2012-04,95.82148,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2012-05,95.74488,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2012-06,96.01927,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2012-07,96.32429,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2012-08,96.51295,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2012-09,96.48241,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2012-10,96.42481,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2012-11,96.57214,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2012-12,96.94617,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2013-01,97.40898,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2013-02,97.68435,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2013-03,97.83982,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2013-04,97.90145,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2013-05,98.07185,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2013-06,98.2072,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2013-07,98.39382,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2013-08,98.72501,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2013-09,99.15832,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2013-10,99.55795,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2013-11,99.81071,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2013-12,99.88788,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2014-01,99.98785,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2014-02,100.2173,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2014-03,100.6233,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2014-04,100.9411,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2014-05,101.0683,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2014-06,101.0754,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2014-07,100.9036,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2014-08,100.7968,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2014-09,100.9684,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2014-10,101.4218,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2014-11,101.8894,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2014-12,102.1475,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2015-01,102.0769,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2015-02,101.8875,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2015-03,101.9254,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2015-04,102.0276,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2015-05,102.1209,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2015-06,102.0541,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2015-07,101.8781,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2015-08,101.7808,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2015-09,101.868,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2015-10,102.1062,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2015-11,102.324,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2015-12,102.4565,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2016-01,102.4823,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2016-02,102.422,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2016-03,102.3566,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2016-04,102.3124,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2016-05,102.2819,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2016-06,102.1804,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2016-07,102.0965,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2016-08,102.195,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2016-09,102.472,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2016-10,102.6125,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2016-11,102.6793,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2016-12,102.7319,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2017-01,102.7808,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2017-02,102.8234,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2017-03,102.7728,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2017-04,102.7228,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2017-05,102.5812,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2017-06,102.5151,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2017-07,102.5214,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2017-08,102.6463,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2017-09,102.8919,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2017-10,103.1345,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2017-11,103.297,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2017-12,103.3694,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2018-01,103.4668,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2018-02,103.6245,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2018-03,103.7668,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2018-04,103.769,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2018-05,103.7547,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2018-06,103.6758,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2018-07,103.5469,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2018-08,103.3918,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2018-09,103.3073,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2018-10,103.178,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2018-11,103.0908,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2018-12,103.1786,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2019-01,103.1802,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2019-02,103.0773,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2019-03,102.8515,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2019-04,102.6528,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2019-05,102.5862,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2019-06,102.6688,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2019-07,102.786,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2019-08,102.7416,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2019-09,102.5793,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2019-10,102.4734,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2019-11,102.496,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2019-12,102.5249,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2020-01,102.3088,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2020-02,101.8341,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2020-03,101.0795,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2020-04,100.2271,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2020-05,100.1971,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2020-06,100.446,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2020-07,100.6667,
CZE,CCI,AMPLITUD,LTRENDIDX,M,2020-08,100.7153,
JPN,CCI,AMPLITUD,LTRENDIDX,M,1998-03,98.41479,
JPN,CCI,AMPLITUD,LTRENDIDX,M,1998-04,98.32474,
JPN,CCI,AMPLITUD,LTRENDIDX,M,1998-05,98.23119,
JPN,CCI,AMPLITUD,LTRENDIDX,M,1998-06,98.15086,
JPN,CCI,AMPLITUD,LTRENDIDX,M,1998-07,98.11107,
JPN,CCI,AMPLITUD,LTRENDIDX,M,1998-08,98.1431,
JPN,CCI,AMPLITUD,LTRENDIDX,M,1998-09,98.23493,
JPN,CCI,AMPLITUD,LTRENDIDX,M,1998-10,98.38624,
JPN,CCI,AMPLITUD,LTRENDIDX,M,1998-11,98.60358,
JPN,CCI,AMPLITUD,LTRENDIDX,M,1998-12,98.83607,
JPN,CCI,AMPLITUD,LTRENDIDX,M,1999-01,99.01906,
JPN,CCI,AMPLITUD,LTRENDIDX,M,1999-02,99.10265,
JPN,CCI,AMPLITUD,LTRENDIDX,M,1999-03,99.12976,
JPN,CCI,AMPLITUD,LTRENDIDX,M,1999-04,99.15253,
JPN,CCI,AMPLITUD,LTRENDIDX,M,1999-05,99.20515,
JPN,CCI,AMPLITUD,LTRENDIDX,M,1999-06,99.2812,
JPN,CCI,AMPLITUD,LTRENDIDX,M,1999-07,99.36794,
JPN,CCI,AMPLITUD,LTRENDIDX,M,1999-08,99.45726,
JPN,CCI,AMPLITUD,LTRENDIDX,M,1999-09,99.54605,
JPN,CCI,AMPLITUD,LTRENDIDX,M,1999-10,99.6338,
JPN,CCI,AMPLITUD,LTRENDIDX,M,1999-11,99.72085,
JPN,CCI,AMPLITUD,LTRENDIDX,M,1999-12,99.80761,
JPN,CCI,AMPLITUD,LTRENDIDX,M,2000-01,99.89456,
JPN,CCI,AMPLITUD,LTRENDIDX,M,2000-02,99.98247,
JPN,CCI,AMPLITUD,LTRENDIDX,M,2000-03,100.0724,
JPN,CCI,AMPLITUD,LTRENDIDX,M,2000-04,100.1651,
JPN,CCI,AMPLITUD,LTRENDIDX,M,2000-05,100.2574,
JPN,CCI,AMPLITUD,LTRENDIDX,M,2000-06,100.3373,
